ProductId,Gender,ColorGroup,ProductType
702989,kadin,mavi,pantolon
703056,kadin,beyaz,elbise
703057,kadin,lacivert,tulum
703074,erkek,mavi,pantolon
703075,erkek,gri,pantolon
703114,erkek,yesil,t-shirt
703123,erkek,yesil,t-shirt
703124,erkek,beyaz,t-shirt
703125,erkek,yesil,gomlek
703126,erkek,lacivert,t-shirt
703127,erkek,gri,sort
703128,erkek,gri,t-shirt
703129,erkek,siyah,t-shirt
703132,erkek,siyah,ayakkabi
703142,erkek,gri,t-shirt
703143,erkek,mavi,t-shirt
703206,kadin,siyah,ayakkabi
703220,erkek,lacivert,ayakkabi
703222,erkek,siyah,ayakkabi
703233,erkek,beyaz,gomlek
703243,erkek,mavi,t-shirt
703244,erkek,yesil,gomlek
703245,erkek,yesil,t-shirt
703259,erkek,mavi,t-shirt
703263,erkek,mavi,t-shirt
703265,erkek,bej,t-shirt
703267,erkek,yesil,t-shirt
703268,erkek,beyaz,gomlek
703271,erkek,lacivert,gomlek
703272,erkek,beyaz,gomlek
703273,erkek,lacivert,gomlek
703285,erkek,bordo,gomlek
703296,erkek,lacivert,gomlek
703298,erkek,siyah,sort
703299,erkek,lacivert,t-shirt
703308,erkek,bej,pantolon
703309,erkek,lacivert,pantolon
703311,erkek,lacivert,pantolon
703328,erkek,mavi,sort
703380,erkek,lacivert,pantolon
703381,erkek,siyah,pantolon
703386,erkek,gri,t-shirt
703388,erkek,mavi,gomlek
703414,erkek,yesil,t-shirt
703415,erkek,bordo,t-shirt
703416,erkek,mavi,t-shirt
703462,erkek,siyah,t-shirt
703464,erkek,siyah,t-shirt
703466,kadin,siyah,ayakkabi
703467,kadin,beyaz,ayakkabi
703468,kadin,siyah,ayakkabi
703469,kadin,mavi,ayakkabi
703470,kadin,mavi,ayakkabi
703471,erkek,yesil,gomlek
703472,erkek,mavi,gomlek
703473,erkek,yesil,gomlek
703487,erkek,mavi,t-shirt
703488,erkek,gri,t-shirt
703490,erkek,mavi,gomlek
703498,kadin,mavi,spor-ayakkabi
703499,kadin,siyah,spor-ayakkabi
703547,kadin,mavi,spor-ayakkabi
84824,kadin,kahverengi,hirka
87680,kadin,bej,sort
91062,erkek,yesil,bot
91066,erkek,yesil,bot
91171,kadin,bej,yelek
91172,kadin,lacivert,yelek
91716,erkek,siyah,bot
91719,erkek,siyah,bot
91720,erkek,beyaz,bot
95540,kadin,bej,jean-pantolon
97879,erkek,siyah,yelek
97880,erkek,yesil,yelek
98167,kadin,kahverengi,zip-ceket
98681,erkek,bordo,yelek
98686,erkek,bordo,mont
98690,erkek,mavi,mont
99823,erkek,beyaz,kazak
99855,erkek,yesil,kazak
99863,erkek,bej,kazak
